radius,luminosity
0.0,0.0
0.01,2.601139744319216e-6
0.02,2.3221625108124345e-5
0.03,8.037295206477894e-5
0.04,0.00018537142878807654
0.05,0.00035977160258036196
0.06,0.0006305622652147248
0.07,0.00099349122586656
0.08,0.0014523696420785824
0.09,0.0021021344152501323
0.1,0.0028607563035956585
0.11,0.0038466187949866646
0.12,0.004900845416607788
0.13,0.006124764624713743
0.14,0.007607788889392395
0.15,0.00938176072461801
0.16,0.011248479408639926
0.17,0.013527699202738455
0.18,0.015829941215075857
0.19,0.018308886250025
0.2,0.021218624190407945
0.21,0.024387830132750442
0.22,0.027660020109612556
0.23,0.0309632577708919
0.24,0.03482900527166141
0.25,0.03895269492185744
0.26,0.04301088650494186
0.27,0.04733010350788558
0.28,0.05187001323395795
0.29,0.056320966666437905
0.3,0.06324727408850801
0.31,0.06796596508998545
0.32,0.07227368755920635
0.33,0.0781603083615701
0.34,0.08217287480792144
0.35,0.08980969059624014
0.36,0.09577668903714852
0.37,0.10148555829728506
0.38,0.10657705692485307
0.39,0.11403509484213245
0.4,0.11879793746710485
0.41,0.12638726732134822
0.42,0.13034785307949323
0.43,0.13909019863302408
0.44,0.14124164651734483
0.45,0.14677174136294271
0.46,0.15569529124384687
0.47,0.1573713634740843
0.48,0.16245384152571696
0.49,0.17034161886883098
0.5,0.1760890809595318
0.51,0.1817712341617639
0.52,0.18857929779841973
0.53,0.18945964578248298
0.54,0.18970095373162624
0.55,0.19858259905290776
0.56,0.2039893973189051
0.57,0.2044837878944552
0.58,0.21253773093668787
0.59,0.21557041587255432
0.6,0.21808739954697895
0.61,0.21648348535970288
0.62,0.22262394892286383
0.63,0.22351761727022826
0.64,0.23109068144855266
0.65,0.22839615432449034
0.66,0.23349292899240026
0.67,0.2316975517140482
0.68,0.23241287452177725
0.69,0.2308817516661616
0.7,0.23621962238571884
0.71,0.23704949203887013
0.72,0.23625066342440576
0.73,0.2365291832734683
0.74,0.23706980760230834
0.75,0.23806449991319084
0.76,0.23665482657406148
0.77,0.24231036504388276
0.78,0.2398574201614192
0.79,0.23929959039373302
0.8,0.24091014295529523
0.81,0.24038103160343113
0.82,0.2429002189671222
0.83,0.24469517305157168
0.84,0.2423176265645191
0.85,0.24049539768611466
0.86,0.24238971003731366
0.87,0.24076441239952762
0.88,0.23885812940840825
0.89,0.2442771841287796
0.9,0.23950934922799602
0.91,0.2408990126398353
0.92,0.2395644908087405
0.93,0.248074922501608
0.94,0.2391361189182468
0.95,0.23772951077305746
0.96,0.23860899041869468
0.97,0.23914463153883658
0.98,0.23983684763147464
0.99,0.24124127467040904
1.0,0.24454910126051285
